CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Occupation,RealisticSalary
596,Germany,Male,32,3,96709.07,2,0,0,0,Senior Morgue Attendant,111374.36867288155
395,Germany,Female,34,5,106011.59,1,1,1,1,"Asst Chf, Bur Clm Invest&Admin",96206.25458872021
578,Germany,Male,37,1,135650.88,1,1,0,0,Social Work Supervisor,113163.31256842533
547,Germany,Male,55,4,111362.76,3,1,0,1,Water Meter Shop Supervisor 1,120271.39284958287
609,France,Male,37,1,39344.83,1,1,1,1,COURT INTERPRETER,93852.59519628432
774,Germany,Male,36,9,130809.77,1,1,0,0,TRANSIT FARE INSPECTOR,161616.51416144153
712,France,Female,27,2,133009.51,1,1,0,0,Mayoral Staff XVI,130157.10746274423
585,Germany,Female,28,9,135337.49,2,1,1,0,MAYORAL STAFF X,133473.82274104707
666,France,Female,32,10,112536.57,2,1,1,0,Court Alternative Specialist 1,143923.0079434751
708,Spain,Female,35,8,122570.69,1,0,0,0,Performance Analyst II,147726.21299254865
513,France,Male,44,1,63562.02,2,0,1,1,Public Health Nurse,88760.2799224179
445,France,Male,37,3,0.0,2,1,1,0,BENEFITS SUPERVISOR,71490.90909090909
690,Germany,Male,44,9,100368.63,2,0,0,0,Chief Fire Alarm Dispatcher,150802.24648979993
850,France,Male,37,6,0.0,2,1,0,0,"Sprv Prob Ofc, Juv Court",130181.81818181818
537,Spain,Female,33,7,136082.0,1,1,0,0,Steamfitter,125982.77463810107
705,Germany,Male,48,9,114169.16,1,0,0,1,Law Librarian,159175.24519942811
670,France,Female,45,5,47884.92,1,1,1,0,CHIEF CLERK,120305.78926433293
652,Spain,Female,36,1,0.0,2,1,1,0,FOOD SERVICE WORKER,89512.72727272726
696,Spain,Male,24,9,0.0,1,0,0,0,IS Administrator 1,111156.36363636363
747,France,Male,49,6,202904.64,1,1,1,1,"CHIEF STATIONARY ENGINEER, SEWAGE PLANT",172890.07495346744
511,France,Female,46,1,0.0,1,1,1,1,SENIOR CLAIMS INVESTIGATOR,73501.81818181818
743,Spain,Male,43,2,161807.18,2,0,1,1,AUTOMOTIVE MACHINIST ASSISTANT SUPERVISOR,143672.89966158988
532,Germany,Male,52,3,110791.97,1,1,0,1,MAINTENANCE MACHINIST ASSISTANT SUPERVISOR,112516.71178583088
642,Spain,Female,33,9,0.0,2,1,1,0,BIOLOGIST III,112040.0
554,Germany,Female,54,6,108755.0,1,1,0,1,Food Service Mgr Administrator,129942.31617930466
604,Spain,Female,34,3,0.0,2,1,0,0,"AIRPORT ASSISTANT DEPUTY DIRECTOR, BUSINESS ADMINI",89752.72727272726
602,France,Female,72,3,0.0,2,1,1,0,SENIOR CLAIMS INVESTIGATOR,99876.36363636365
757,Spain,Female,55,9,117294.12,4,1,0,1,PLANNER II,171889.82373520656
491,Germany,Male,26,4,102251.14,1,1,1,0,Court Administrative Secretary,100826.97711713801
850,France,Male,31,4,0.0,2,0,0,0,HEALTH WORKER I,121272.72727272726
521,France,Male,22,5,0.0,2,1,1,0,CHIEF ADULT PROBATION OFFICER,80520.0
726,France,Male,37,2,132057.92,2,1,0,0,SENIOR WATER SERVICE INSPECTOR,133427.72517312435
596,France,Male,33,8,0.0,1,1,0,1,"Secretary, Health Commission",103520.0
850,Germany,Female,35,7,114285.2,1,0,1,0,BRAILLIST,159602.99511175306
637,France,Female,41,9,0.0,2,1,0,0,Mgr Museum Security Services,117985.45454545454
690,Spain,Male,32,2,76087.98,1,0,1,0,MANAGER I - MUNICIPAL TRANSPORTATION AGENCY,114813.93133544599
689,France,Male,40,8,160272.27,1,1,0,0,Court Executive Officer,158098.5671452211
633,Spain,Male,63,4,114552.6,1,1,0,1,MANAGER I,134263.30503005136
555,France,Female,27,8,102000.17,1,1,1,0,Dept Head III,118628.77810233267
563,Spain,Male,24,7,0.0,2,0,0,0,NUTRITIONIST,90832.72727272728
494,France,Female,33,1,137853.0,1,0,1,0,Senior Administrative Analyst,103246.29320693514
534,France,Male,27,9,0.0,2,1,0,0,PRINCIPAL MUSEUM PREPARATOR,94170.90909090909
696,Germany,Male,42,7,162318.61,1,1,0,0,BRAILLIST,157064.29441125604
535,Spain,Female,50,1,140292.58,3,0,0,1,DEPUTY COURT CLERK II,110295.1511573339
600,France,Male,34,0,0.0,2,0,1,0,Eligibility Worker Supervisor,80000.0
807,France,Female,34,1,0.0,1,0,0,0,"LIEUTENANT, BUREAU OF FIRE PREVENTION AND PUBLIC S",107930.90909090909
714,France,Female,52,2,0.0,1,0,1,1,Chf Victim/Witness Invstgtor,103134.54545454546
590,France,Male,24,7,126431.54,1,1,0,0,Sheet Metal Supervisor 1,124307.68203065309
614,France,Female,41,3,123475.04,1,1,1,0,Automotive Mechanic,122389.75281057523
766,Germany,Female,45,6,97652.96,1,1,0,0,SENIOR MEDICAL SOCIAL WORKER,147818.2732137832
557,Spain,Male,42,4,0.0,2,0,1,0,PILEDRIVER SUPERVISOR I,90112.72727272726
788,Germany,Female,49,4,137455.99,1,1,0,1,ENVIRONMENTAL HEALTH TECHNICIAN I,153249.53368857666
648,France,Female,38,2,0.0,2,0,1,0,ENGINEER,92669.09090909091
726,Germany,Female,33,7,99046.31,2,1,1,0,Sprv Clincal Psychologist,139806.02566882834
773,France,Male,33,9,0.0,2,1,1,0,RECREATION SPECIALIST,127760.0
583,Germany,Male,27,4,105907.42,2,1,1,0,AIRPORT OPERATIONS SUPERVISOR,113104.97964274876
565,Germany,Male,52,5,97720.35,2,1,0,1,SPECIAL ASSISTANT XIV,122805.29801127259
705,France,Male,25,9,0.0,2,0,1,0,DEPUTY DIRECTOR II - MUNICIPAL TRANSPORTATION AG,113054.54545454544
685,Spain,Male,43,4,97392.18,2,1,0,0,ASSOCIATE HUMAN RESOURCES ANALYST,129126.81913564623
741,France,Male,29,8,0.0,2,1,1,0,Publ Svc Aide-Asst to Prof,118010.90909090909
658,Germany,Female,28,9,152812.58,1,1,0,0,IS Business Analyst,146412.83183593495
575,France,Male,27,3,139301.68,1,1,0,0,Asst General Services Manager,117676.36823815959
844,France,Female,41,10,76319.64,1,1,1,1,EMT/Paramedic/Firefighter,164803.87617545505
559,Spain,Male,67,9,125919.35,1,1,0,1,SENIOR ACCOUNT CLERK,160010.65098843336
725,France,Male,37,6,124348.38,2,0,1,0,Program Specialist,144918.60414140837
450,France,Male,29,7,117199.8,1,1,1,0,Prnpl Admin Analyst II,108481.81341820353
738,Germany,Female,57,9,148384.64,1,0,0,1,PLANNER I,178681.20291911787
642,Germany,Female,19,3,113905.48,1,1,1,0,MANAGEMENT ASSISTANT,117461.27943080576
618,Spain,Male,32,5,133476.09,1,0,1,0,"CAPTAIN, EMERGENCYCY MEDICAL SERVICES",128625.04946943345
590,France,Male,47,0,117879.32,1,1,1,0,RESPIRATORY CARE PRACTITIONER,106989.76900143002
735,France,Male,50,2,0.0,2,0,1,0,INVENTORY CLERK,105290.90909090909
550,France,Male,34,8,122359.5,1,0,0,0,Claims Investigator,127988.43609443906
729,Spain,Female,28,0,0.0,2,1,1,1,"StdntDsgnTrain3, Arch/Eng/Plng",95480.0
743,Germany,Male,59,5,108585.35,1,1,1,1,IS Project Director,149945.38228590955
555,France,Male,31,8,145875.74,1,1,0,0,MEDICAL STAFF SERVICES DEPARTMENT ANALYST,132030.31317470915
667,Spain,Female,36,3,121542.57,2,1,1,0,ELECTIONS CLERK,126923.9837937967
790,Spain,Female,41,7,109508.68,1,0,0,0,Pr Real Property Appraiser,155078.9155440471
727,Germany,Male,34,2,146407.11,1,1,1,0,TRANSIT OPERATIONS SPECIALIST,136433.74912158737
744,France,Female,39,6,0.0,1,0,0,0,Mail & Reproduction Svc Sprv,118552.72727272728
629,Germany,Male,35,8,112330.83,1,1,1,0,Animal Care Attendant,135797.4434542871
619,France,Female,35,4,90413.12,1,1,1,0,COMMUNICATIONS SYSTEMS TECHNICIAN,116628.74939933508
634,France,Male,34,8,105302.66,1,1,1,0,CEMENT MASON,133989.4476892264
608,Spain,Female,35,6,0.0,2,1,1,0,Sheriff,100050.90909090909
507,France,Female,35,1,0.0,2,0,0,0,Sprv Adult Probation Ofc,72021.81818181818
536,Germany,Female,35,4,121520.36,1,0,0,0,PROJECT MANAGER I,114107.7633830605
730,Spain,Female,43,1,103960.38,1,1,1,0,SECRETARY I,124370.27179731528
583,Germany,Male,39,8,102945.01,1,0,0,0,Parking Hearing Examiner,130942.00073619896
644,France,Female,24,8,92760.55,1,1,0,0,HEALTH CARE BILLING CLERK I,124917.38869579931
790,Spain,Male,37,8,0.0,2,1,1,0,CIVIL ENGINEERING ASSISTANT,129709.09090909091
807,Germany,Female,40,1,134590.21,1,1,1,0,RESEARCH ASSISTANT,140662.39024182723
581,France,Female,37,10,104255.03,1,1,0,0,PATIENT ACCOUNTS ASSISTANT SUPERVISOR,136288.0073965852
627,Spain,Female,55,6,0.0,1,0,0,1,PRINCIPAL RECREATION SUPERVISOR,113240.0
850,France,Male,41,3,0.0,2,1,0,0,Sprv Adult Probation Ofc,121181.81818181818
754,France,Female,35,4,0.0,2,1,0,0,Employment & Training Spec 3,111207.27272727274
551,Germany,Male,50,1,121399.98,1,0,1,1,APPRENTICE GARDENER,107697.15741732575
637,Germany,Male,35,8,147127.81,2,1,1,0,Chf Payroll & Personnel Clerk,145078.82525516092
699,Spain,Male,31,8,125927.51,2,1,0,0,POLICE SERVICES AIDE,144539.87510561105
542,France,Female,25,7,0.0,2,0,1,0,SUPERINTENDENT OF WATER TREATMENT FACILITIES,88949.09090909091
640,Germany,Male,48,1,111599.32,1,0,1,0,UTILITY PLUMBER SUPERVISOR I,115851.60038918954
553,France,Female,27,3,0.0,2,0,0,0,HOUSEKEEPER/FOOD SERVICE CLEANER,81723.63636363637
741,France,Male,38,9,0.0,2,1,0,0,"Director, Probation Services",128010.90909090909
598,France,Male,35,8,114212.6,1,1,1,0,CHIEF STATIONARY ENGINEER,132527.45166279917
660,Spain,Female,42,5,0.0,3,1,1,1,Assistant Storekeeper,106290.90909090909
618,Spain,Male,41,4,115251.64,1,0,0,0,PAINTER,124630.47409857632
647,France,Male,43,9,0.0,2,1,1,0,ASPHALT PLANT SUPERVISOR I,120821.81818181819
491,France,Female,68,3,107571.61,1,0,1,0,DEPUTY DIRECTOR IV,111190.22829721964
652,France,Female,32,2,0.0,2,1,0,0,ASSOCIATE AUDITOR,92058.18181818182
650,Germany,Female,45,9,152367.21,3,1,0,1,SENIOR DATA ENTRY OPERATOR,159255.41655360768
413,Germany,Male,39,1,130969.77,2,1,1,0,Performance Analyst II,92425.68579950674
416,Germany,Female,25,0,97738.97,2,1,1,0,Pharmacist,81293.38717883424
629,Spain,Male,34,8,0.0,2,1,1,0,AUTOMOTIVE SERVICE WORKER ASSISTANT SUPERVISOR,108207.27272727274
678,Spain,Female,40,4,113794.22,1,1,0,0,Senior Deputy Sheriff,131118.30897571344
527,Spain,Male,28,6,128396.33,2,1,0,0,INDUSTRIAL HYGIENIST,117217.54371832078
743,Spain,Female,48,5,118207.69,2,0,0,1,IT Operations Support Admn III,147246.47752342216
683,Germany,Male,73,9,124730.26,1,1,1,0,MAINTENANCE ESTIMATOR AND SCHEDULER,179515.38182128774
536,France,Female,41,9,0.0,1,1,0,0,Window Cleaner,105865.45454545453
663,Spain,Male,52,0,136298.65,1,1,0,1,Coord of Citizen Involvement,120154.58451835962
646,France,Female,38,2,0.0,2,0,0,0,Senior Museum Registrar,92429.09090909091
707,France,Male,35,2,0.0,3,1,1,0,Sr Public Defenders Invstgtor,99203.63636363635
602,France,Male,34,5,0.0,2,1,1,0,Transit Supervisor,95694.54545454546
635,France,Female,47,2,125724.95,2,1,0,0,BACTERIOLOGICAL LABORATORY ASSISTANT,122811.43472091143
597,France,Male,67,2,0.0,2,0,1,0,Mayoral Staff VII,91821.81818181818
503,France,Male,38,1,0.0,2,1,1,0,Sr Materials & Supplies Sprv,71814.54545454546
524,Spain,Female,64,5,0.0,1,1,0,1,Special Assistant 13,99970.90909090909
700,France,Male,46,5,95872.86,1,1,0,1,Medical Social Work Supervisor,135836.214826216
692,France,Male,33,9,0.0,1,1,0,1,SEWER SERVICE WORKER,118040.00000000001
562,France,Male,37,2,0.0,1,0,1,1,CHILD CARE SPECIALIST,82167.27272727272
679,France,Male,37,7,74260.03,1,1,0,0,SENIOR GENERAL UTILITY MECHANIC,130784.06641850626
603,Germany,Male,35,1,123407.69,1,1,0,1,ASSISTANT CONSTRUCTION INSPECTOR,113053.6466696317
720,Spain,Male,33,3,123783.91,2,1,1,0,RESPIRATORY CARE PRACTITIONER,133001.7980846327
797,France,Male,24,5,0.0,2,1,0,0,DISEASE CONTROL INVESTIGATOR,114549.09090909091
594,France,Male,36,6,153880.15,1,0,0,0,"Manager,Employee Relations Div",135715.40423487916
529,France,Female,31,7,0.0,2,1,1,0,SENIOR DISTRICT ATTORNEY'S INVESTIGATOR,91207.27272727274
606,Germany,Female,32,1,106301.85,2,0,1,0,Senior Account Clerk,109050.21308662521
621,Spain,Female,40,7,0.0,2,0,1,1,ENVIRONMENTAL ASSISTANT,107974.54545454546
513,France,Female,43,9,0.0,2,1,0,0,"Ex Dir, SE Com Fac Comm",104741.81818181818
753,Germany,Male,44,3,138076.47,1,1,0,1,PARKING CONTROL OFFICER,143379.73402826622
605,France,Female,30,9,135422.31,1,0,1,0,Assistant Health Educator,137530.47031022183
574,Spain,Female,37,7,0.0,2,1,0,0,SPECIAL ASSISTANT XVI,100425.45454545456
726,France,Female,38,5,126875.62,1,1,0,0,PARKING HEARING EXAMINER,142733.87973028485
611,Spain,Female,28,3,96381.68,2,1,0,0,MAYORAL STAFF XI,112005.16723626349
593,Germany,Female,41,4,119703.1,2,1,1,0,Protective Services Supervisor,122695.00033709811
466,Germany,Male,41,2,152102.18,2,1,0,0,TRAFFIC SIGNAL OPERATOR,107748.40067201642
741,Germany,Female,36,0,127675.39,2,1,0,0,Sheriff,127452.41019092653
684,Germany,Female,44,2,133776.86,2,0,1,0,Maritime Marketing Repr,130071.52133840477
550,Spain,Female,33,9,72788.03,1,1,1,0,Mayoral Staff IV,118406.59643921562
593,Spain,Male,26,9,76226.9,1,1,0,0,HEAVY EQUIPMENT OPERATIONS ASSISTANT SUPERVISOR,118661.69824655971
601,Germany,Male,48,9,163630.76,1,0,1,1,School Crossing Guard,158523.53771452856
676,Spain,Female,30,5,0.0,2,0,0,0,Fiscal Technician,102756.36363636363
556,France,Female,46,10,0.0,2,0,0,0,Senior Water Service Inspector,116538.18181818182
719,France,Male,36,3,155423.17,1,1,1,0,Utility Plumber Apprentice,141266.22163865235
850,Germany,Male,55,0,98710.89,1,1,1,1,Police Officer 3,133605.81302153395
649,Spain,Female,49,2,0.0,1,1,0,1,Rehabilitation Svcs Coord,94789.09090909091
509,Spain,Male,41,7,126683.8,1,0,1,0,MAYORAL STAFF XIV,125466.18953724489
684,France,Male,33,4,140700.61,1,1,0,0,FORENSIC AUTOPSY TECHNICIAN,135727.27328135498
806,Germany,Male,30,8,168078.83,1,1,0,1,ASSISTANT COURT REPORTER COORDINATOR,166732.70781078702
729,Spain,Male,44,4,107726.93,2,1,0,0,Materials/Supplies Supervisor,137241.91711941687
683,France,Female,33,9,0.0,2,1,1,0,Laboratory Technician I,116960.0
689,Spain,Female,63,1,0.0,2,1,1,0,BUILDINGS AND GROUNDS MAINTENANCE SUPERINTENDENT,96407.27272727274
672,Germany,Female,21,1,35741.69,1,1,0,0,JUNIOR CLERK TYPIST,99096.39152823872
602,Germany,Female,53,5,98268.84,1,0,1,1,SECRETARY II,127831.00986887835
739,France,Female,20,4,133800.98,1,0,1,0,Fire Safety Inspector 2,135950.01669011582
618,France,Female,21,2,125682.79,1,0,0,0,Sewer Repair Supervisor,116034.07981246308
674,France,Female,42,9,0.0,2,1,0,0,ASSISTANT ENGINEER,123243.63636363637
762,France,Male,26,6,130428.78,1,1,0,0,Electrical Transit System Mech,144812.67658970802
790,Spain,Male,37,6,0.0,2,1,1,0,LEGISLATION CLERK,122981.81818181818
754,Spain,Female,27,8,0.0,2,0,0,0,STUDENT DESIGN TRAINEE 1/ARC-ENG-PLNG,118116.36363636365
729,France,Male,44,6,0.0,2,1,0,0,Legal Secretary 2,119480.0
606,Germany,Female,47,0,137138.2,2,0,1,0,IS TRAINER - SENIOR,113515.35527751526
616,France,Male,23,8,73112.95,1,1,1,0,Electronic Maintenance Tech,116131.5708341256
772,France,Male,47,9,152347.01,1,0,1,0,Legal Assistant,175526.9495433928
652,Spain,Male,41,8,115144.68,1,1,0,0,Commissioner No Benefits,143593.98649489338
743,France,Male,43,5,0.0,2,0,0,1,SENIOR ADMINISTRATIVE ANALYST,116705.45454545454
793,France,Male,39,3,137817.52,1,0,0,0,Laboratory Technician II,146754.17212346688
743,Spain,Male,45,7,157332.26,1,1,0,0,Legal Secretary 1,163420.94499527314
746,France,Male,37,2,0.0,2,1,0,0,DEPUTY DIRECTOR II,104247.27272727274
627,Germany,Female,39,5,124586.93,1,1,0,1,PROTECTIVE SERVICES WORKER,130761.10575326347
713,Spain,Male,38,6,116980.78,2,0,1,0,Senior Pharmacy Helper,142262.1640466925
678,Spain,Female,40,3,128398.38,1,1,0,0,SHELTER SERVICE REPRESENTATIVE,130974.39759356985
540,Spain,Male,39,1,0.0,1,0,1,0,Automotive Trnst Shop Sprv 1,76345.45454545454
615,Germany,Female,33,3,137657.25,2,1,1,0,Shelter Officer Supervisor,123719.48137189886
415,Spain,Male,53,5,167259.44,1,1,1,0,Transportation Planner III,121889.48540530032
628,France,Female,45,8,0.0,2,1,0,0,CURATOR I,116087.27272727272
700,France,Male,26,4,119009.57,1,1,0,0,Emergency Services Coord III,129914.60348049535
623,Germany,Male,33,2,80002.33,1,1,1,0,Operating Room Nurse,107891.83077639212
623,France,Female,37,4,140211.88,1,1,1,0,"PrDAInvest,SpecUnit (SFERS)",129744.94339420294
679,France,Female,44,3,118742.74,2,1,0,0,AUTOMOTIVE SERVICE WORKER ASSISTANT SUPERVISOR,129876.2480543395
632,Spain,Male,37,1,138207.08,1,1,0,1,ENVIRONMENTAL SERVICE WORKER,120254.60458742794
790,France,Female,47,10,148636.21,1,0,1,1,Marina Assistant,181072.2726912023
514,France,Male,45,1,178827.79,1,1,0,0,DEPUTY COURT CLERK I,116535.95126400814
491,France,Male,33,5,83134.3,1,1,0,0,ELIGIBILITY WORKER SUPERVISOR,101800.81296274516
753,France,Male,92,3,121513.31,1,0,1,0,ARCHITECTURAL ADMINISTRATOR,152509.7138032128
693,Germany,Female,37,6,95900.04,1,1,1,0,CLAIMS ADJUSTER,134275.4419491414
679,France,Female,30,1,112543.42,1,1,1,0,PHOTOGRAPHER,119121.00969513884
529,Spain,Male,34,9,0.0,1,1,1,0,Medical Social Worker,99298.18181818182
619,Spain,Female,31,3,141751.82,1,0,1,0,STREET INSPECTOR,124633.20606212522
680,Spain,Female,37,6,124140.57,2,1,0,0,Power Generation Technician 1,139468.9082668802
693,Germany,Male,45,2,116546.59,2,0,0,1,Media Production Tech,127212.8769053023
834,France,Female,28,6,0.0,1,1,0,0,TRAIN CONTROLLER,123352.72727272726
636,Spain,Female,29,6,157576.47,2,1,1,0,TRANSIT MANAGER II,137821.1637810975
538,Spain,Male,43,5,0.0,2,1,0,0,"STATIONARY ENGINEER, WATER TREATMENT PLANT",92105.45454545454
566,Germany,Female,44,5,141428.99,2,0,0,0,SUPERINTENDENT OF WATER TREATMENT FACILITIES,129741.45874446473
597,Spain,Male,35,0,127510.99,1,1,1,0,SPECIAL ASSISTANT XXII,110133.09542372363
711,France,Female,29,9,0.0,2,0,1,0,IS Technician-Supervisor,117047.27272727272
606,France,Male,31,10,0.0,2,1,0,0,STORES AND EQUIPMENT ASSISTANT SUPERVISOR,108901.81818181819
615,Spain,Male,51,6,81818.49,1,1,1,0,Ornamental Iron Wrk Sprv 1,129184.3307673428
589,France,Male,36,1,100895.54,1,1,1,0,Med Staff Svcs Dept Anl,106080.9795045398
606,Germany,Male,45,5,63832.43,1,1,1,0,ASSISTANT INSPECTOR II (POLICE DEPARTMENT),116439.49147306636
582,France,Male,29,4,0.0,2,0,0,0,Claims Adjuster,88385.45454545454
710,France,Female,36,4,116085.06,1,1,0,0,Pilot of Fire Boats,134051.59710571222
467,France,Male,57,1,0.0,2,1,1,0,MUSEUM SECURITY SUPERVISOR,69221.81818181818
749,France,Male,30,1,0.0,2,0,1,0,Prpl Permit and Citation Clerk,100607.27272727272
564,Germany,Female,33,2,115761.51,1,0,1,1,COLLECTIONS OFFICER,109363.31397022592
730,Spain,Male,26,6,0.0,2,1,1,0,CHEMIST III,109781.81818181818
678,Germany,Male,32,4,139626.01,1,1,1,1,Legal Assistant,134386.6560853815
540,France,Female,31,7,0.0,1,0,1,1,Environmental Spec,92527.27272727274
767,France,Female,35,6,115576.44,1,0,1,0,ANIMAL CARE ASSISTANT SUPERVISOR,146769.96525112138
615,France,Female,23,4,0.0,2,1,0,0,"Insp, Fire Dept",90163.63636363635
583,Germany,Female,41,5,77647.6,1,1,0,0,Crane Mechanic Supervisor,115165.08211485026
850,France,Female,40,5,0.0,2,1,0,0,DIAGNOSTIC IMAGING TECH III,128181.81818181818
651,Germany,Female,34,10,148962.46,1,1,0,1,"DIRECTOR, JUVENILE HALL",152652.11059808097
798,France,Male,22,8,0.0,2,1,0,0,LIEUTENANT III (POLICE DEPARTMENT),119760.0
695,France,Male,37,2,0.0,2,1,1,0,ASSISTANT RECREATION SUPERVISOR,98127.27272727272
497,Germany,Male,41,5,80542.81,1,0,0,1,Trans Safety Specialist,105537.44529704904
739,France,Male,40,4,0.0,2,0,0,0,CURATOR IV,111225.45454545456
549,France,Female,34,4,0.0,2,0,0,0,Sheriff (SFERS),86243.63636363637
850,France,Male,35,9,102050.47,1,1,1,0,Law Librarian,163040.80689059486
648,Spain,Male,49,5,0.0,1,1,0,1,HEAVY EQUIPMENT OPERATIONS SUPERVISOR,108032.72727272726
679,France,Female,24,6,114948.76,2,0,1,0,Fire Alarm Dispatcher,130059.86127862801
606,Germany,Male,39,8,136000.45,2,1,0,0,METALSMITH,141606.9090597338
850,France,Male,32,4,156001.68,2,1,1,0,Assistant Inspector,158942.74887030464
619,Germany,Male,41,3,147974.16,2,1,0,0,"Director, Info Tech Group",128848.49489984343
719,Spain,Male,44,2,0.0,2,1,0,0,Dept Head III,102280.0
640,Germany,Male,26,5,90402.77,1,1,1,0,"Ex Asst to Ex Dir, Retirement",118237.18338172502
710,France,Male,40,5,0.0,2,0,0,0,Junior Clerk Typist,111381.81818181818
580,France,Male,31,2,0.0,2,0,1,0,IS TECHNICIAN - JOURNEY,83236.36363636365
550,France,Male,44,9,0.0,2,1,0,0,Assessment Clerk,110000.0
841,France,Female,31,3,162701.65,2,1,1,0,CONTRACT COMPLIANCE OFFICER I,156283.16767642047
760,France,Male,34,2,0.0,2,1,0,0,"SENIOR PROPERTY MANAGER, PORT",105381.81818181818
687,France,Female,30,6,0.0,2,0,0,0,Medical Records Tech Sprv,106803.63636363637
753,Germany,Female,35,5,82453.96,2,0,0,0,ENGINEER,133987.20673850994
661,France,Male,35,9,100107.99,1,1,0,0,"ASSISTANT DIRECTOR, LOG CABIN RANCH",139896.28043684625
699,France,Male,28,7,0.0,2,1,1,0,IT Operations Support Admin IV,109698.18181818182
617,Germany,Female,39,5,83348.89,3,1,0,1,SENIOR ELECTRICAL INSPECTOR,119699.4029399818
595,Germany,Female,44,4,96553.52,2,1,0,1,ORNAMENTAL IRON WORKER SUPERVISOR I,118489.89757554552
669,France,Male,50,9,201009.64,1,1,0,1,Legislative Assistant,177258.72109240555
613,France,Female,27,5,125167.74,1,1,0,0,Deputy Court Clerk I,123765.45573630386
782,France,Male,32,9,0.0,1,1,1,0,ARCHITECTURAL ADMINISTRATOR,128021.81818181818
582,France,Female,43,5,153313.67,1,0,0,0,LIBRARIAN II,134049.0265957639
679,France,Male,30,9,0.0,2,1,0,0,Radiologic Tech Sprv,114025.45454545454
611,France,Female,40,2,125879.29,1,1,0,0,Senior Book Repairer,118695.61645773462
455,Germany,Female,37,6,170057.62,1,0,1,0,TRANSIT FARE INSPECTOR,123449.55383496723
621,France,Male,32,1,0.0,2,1,1,0,"Director, Probate",85429.09090909091
596,Germany,Male,48,2,131326.47,1,0,0,1,MARITIME MARKETING REPRESENTATIVE,119652.80554739104
585,Spain,Female,56,1,128472.8,1,1,0,1,Employment & Training Spec 1,114014.01264263401
742,France,Male,32,6,160485.16,1,1,0,0,"Track Maint Supt, Muni Railway",152873.11421925784
850,Germany,Male,42,6,84445.68,3,0,1,1,Dep Dir II,153103.50849114585
738,Germany,Female,40,1,115409.18,2,0,0,0,ORNAMENTAL IRON WORKER,127795.42108634263
619,Spain,Male,46,8,62400.48,1,1,1,1,IS Engineer-Principal,130657.05363306527
628,France,Female,50,4,143054.56,1,0,1,1,"SECRETARY,JUVENILE PROBATION COMMISSION",135752.0172311613
487,France,Male,24,7,133628.09,2,1,1,0,Street Environ Svcs Oprs Supv,113668.67161650446
513,Spain,Female,41,9,107135.04,2,1,1,0,Court Supervisor II,128725.82654589503
563,Spain,Male,26,7,0.0,2,0,0,0,PRINCIPAL DISTRICT ATTORNEY'S INVESTIGATOR,92105.45454545454
803,France,Female,65,2,151659.52,2,0,1,0,Supv Bldg Grounds Patrol Ofcr,152446.17891612704
607,Spain,Female,32,7,0.0,3,0,1,0,Diagnostic Imaging Tech I,101203.63636363635
628,Germany,Female,51,9,155903.82,2,1,1,0,"Manager VIII, MTA",162370.25563080938
521,Spain,Female,49,4,82940.25,2,0,0,1,ASSOCIATE MUSEUM REGISTRAR,108172.58948545423
669,Germany,Female,50,4,112650.89,1,0,0,1,Mayoral Staff IX,133401.25562432723
686,France,Female,41,10,0.0,1,1,0,0,COMMUNICATIONS DISPATCHER I,127592.72727272728
700,Germany,Male,35,4,95853.39,2,1,0,0,MEDICAL EXAMINER'S INVESTIGATOR III,127649.74057069074
663,France,Female,42,1,82228.67,2,1,0,0,MAINTENANCE MACHINIST ASSISTANT SUPERVISOR,111042.42158979588
671,Spain,Female,31,4,0.0,2,0,1,0,SENIOR LAUNDRY WORKER,99792.72727272726
651,Germany,Female,35,1,163700.78,3,1,1,1,Safety Officer,128449.37327081864
728,France,Male,34,4,106328.08,1,1,0,0,Shelter Veterinarian,133151.03120749508
574,France,Female,34,7,152992.91,1,1,1,0,SENIOR FARE COLLECTIONS RECEIVER,135103.2288452618
464,France,Male,38,3,116439.65,1,1,0,0,Meter Reader,101889.12135716502
604,Spain,Male,27,9,101352.78,1,0,0,0,Home Health Aide,126808.50611685695
836,Spain,Female,37,10,0.0,2,1,0,0,Swimming Instr/Pool Lifeguard,141956.36363636365
511,Germany,Female,75,9,105609.17,1,0,1,0,CURATOR III,155939.11040889513
518,France,Female,45,8,0.0,2,1,1,0,REAL PROPERTY APPRAISER,102887.27272727274
756,France,Male,67,4,0.0,3,1,1,0,Firefighter,123083.63636363637
489,France,Female,47,8,103894.38,2,1,1,0,HEALTH EDUCATOR,125707.21576934068
622,Spain,Male,27,9,139834.93,1,1,1,0,Marina Assistant,138171.162860876
652,France,Female,36,6,112518.71,2,0,1,0,JUNIOR CLERK TYPIST,132784.19143210334
625,France,Female,37,7,115895.42,1,1,0,0,"Director, Probation Services",134260.79187624092
521,Spain,Female,39,3,146408.68,1,0,0,0,Mayoral Staff XIV,116168.67002737682
546,France,Male,34,4,165363.31,2,1,1,1,MANAGER III - MUNICIPAL TRANSPORTATION AGENCY,125428.77040590826
697,France,Female,45,1,0.0,2,1,0,1,Emergency Services Coord I,95730.90909090909
571,Germany,Male,33,3,71843.15,1,1,0,0,POWER GENERATION TECHNICIAN I,102700.63696698527
